language,game,language_support_type
18,224790,3
17,224790,3
7,195892,3
16,190857,1
15,190857,1
17,190857,3
7,32357,2
23,226179,2
7,189484,1
21,147418,2
27,19466,2
20,224790,3
9,138050,1
15,138050,3
27,196039,3
9,109609,2
9,10806,3
25,226179,3
25,226179,1
7,159615,3
1,226179,3
25,226179,2
7,190857,1
13,226179,2
22,19466,2
22,19466,3
9,19466,2
27,138050,2
7,138050,2
27,138050,1
7,161681,1
12,195892,2
17,190857,1
7,133096,3
3,87955,3
15,129748,2
12,6997,3
7,185609,3
7,158616,2
21,185609,3
7,211748,3
7,103955,3
7,103955,2
7,158616,3
2,103955,2
2,87955,1
2,87955,2
7,169643,3
7,169643,2
16,163268,3
3,163268,3
22,138050,2
22,138050,3
7,161681,2
7,32357,3
4,138050,3
7,173509,1
27,159615,3
22,159615,3
7,130212,3
25,130212,3
5,226179,3
26,130212,3
6,226179,2
18,226179,1
20,226179,3
7,164058,1
7,19876,3
7,166703,2
7,110526,3
7,155746,3
2,120439,3
7,33562,3
7,120439,3
7,165078,2
12,196039,1
6,149865,1
1,149865,1
7,33733,3
9,149865,1
7,81866,3
7,75162,3
12,29949,2
15,29949,2
15,29949,3
7,160970,2
7,151929,3
7,151929,2
15,33733,3
9,33733,3
20,149865,3
15,149865,1
21,149865,3
12,33733,3
9,29949,3
27,29949,2
27,29949,3
13,149865,1
2,149865,1
22,200859,2
27,121570,2
9,121570,2
21,117590,2
22,200859,3
7,123191,3
9,121570,3
7,157960,3
23,156282,3
7,159833,3
7,159833,1
7,159833,2
22,155273,3
7,216846,2
7,121570,2
27,121570,3
7,192331,2
7,209489,1
7,209489,2
7,200859,3
7,200859,2
7,156282,2
7,170729,3
7,34978,2
15,163268,2
6,163268,3
27,163268,3
27,190857,2
1,190857,1
9,226179,3
1,226179,1
21,226179,1
9,147418,2
7,191830,2
12,190857,3
22,138050,1
9,190857,2
15,19466,3
5,224790,3
14,224790,3
6,226179,3
20,226179,2
27,226179,2
7,19466,3
12,19466,2
15,19466,2
27,19466,3
27,19466,1
16,19466,2
20,195892,3
7,170966,3
7,170966,1
22,190857,3
20,195892,2
22,195892,3
22,190857,1
7,155670,3
7,161681,3
2,224790,3
25,190857,1
11,190857,1
11,190857,3
4,190857,3
14,226179,1
7,189484,2
14,226179,2
26,226179,3
26,226179,1
26,226179,2
28,226179,3
2,195892,3
19,190857,3
23,190857,1
22,226179,1
24,195892,3
7,109609,2
7,222124,3
7,109609,3
27,190857,3
12,195892,3
6,190857,3
7,10806,3
2,196039,3
24,226179,3
20,226179,1
16,26138,3
4,138050,2
4,190857,2
23,190857,2
7,19466,2
16,190857,2
12,19466,3
1,226179,2
21,226179,3
13,226179,3
12,190857,1
12,190857,2
7,195892,2
17,190857,2
23,190857,3
27,10806,3
25,147418,2
7,10806,1
12,10806,3
15,10806,3
7,169844,3
21,224790,3
4,81127,3
15,190857,3
7,190857,2
9,195892,3
14,226179,3
21,226179,2
20,190857,2
7,147418,2
7,157184,1
7,164058,3
16,226179,3
16,226179,1
4,224790,3
1,224790,3
6,224790,3
11,224790,3
12,106862,3
27,106862,3
15,226179,1
15,226179,3
22,106862,3
15,226179,2
27,226179,3
27,226179,1
18,226179,3
15,138050,2
19,224790,3
20,190857,1
19,195892,2
22,190857,2
22,195892,1
25,190857,3
7,155670,2
7,212913,3
22,195892,2
15,26138,2
16,226179,2
7,26138,3
9,190857,3
9,195892,2
7,26138,2
9,190857,1
7,190857,3
7,157184,3
7,157184,2
5,190857,1
22,224790,3
2,195892,2
19,190857,1
19,138050,3
19,190857,2
5,226179,2
28,226179,2
27,195892,3
15,190857,2
12,196039,3
24,226179,2
7,19466,1
7,35335,3
2,138050,3
7,35335,2
16,190857,3
9,19466,3
12,138050,2
16,19466,3
12,212913,3
17,147418,2
22,226179,2
7,173509,3
4,190857,1
7,166812,1
11,190857,2
24,224790,3
19,195892,3
25,224790,3
6,81127,3
19,81127,3
22,81127,3
7,196039,3
21,190857,3
18,190857,2
17,195892,3
7,191830,3
3,224790,3
14,81127,3
20,190857,3
7,106862,3
15,26138,3
16,26138,2
2,196039,2
7,165798,1
7,165798,3
16,147418,2
27,147418,2
23,224790,3
5,81127,3
2,147418,2
7,196039,1
9,196039,3
9,196039,2
7,191830,1
26,224790,3
13,224790,3
7,81127,3
27,81127,3
12,81127,3
27,196039,1
22,196039,2
7,165796,3
7,165796,1
1,190857,2
12,147418,2
11,226179,3
2,226179,1
9,226179,1
2,19466,3
7,138050,1
12,138050,3
9,138050,2
19,138050,2
7,189484,3
7,195892,1
14,190857,1
14,190857,2
26,190857,3
26,190857,2
7,173180,3
3,190857,1
27,195892,2
18,190857,3
16,195892,3
25,190857,2
24,190857,3
28,190857,3
24,190857,2
28,190857,1
2,19466,2
7,138050,3
27,138050,3
12,138050,1
22,199285,2
7,160442,1
7,160442,2
7,181998,3
7,181998,2
7,181998,1
7,199285,3
7,199285,2
7,202602,3
7,95572,3
12,95572,3
7,95572,2
12,95572,2
15,95572,3
7,166886,3
12,166886,3
15,166886,3
3,166886,3
22,166886,3
9,166886,3
27,166886,3
27,95572,3
27,95572,2
28,224790,3
17,195892,2
9,109609,3
27,196039,2
22,196039,3
7,165796,2
21,190857,1
21,190857,2
14,190857,3
9,226179,2
5,190857,3
13,226179,1
7,205866,3
3,190857,3
3,190857,2
2,190857,3
6,190857,2
2,190857,1
2,190857,2
24,195892,2
16,195892,2
24,190857,1
9,138050,3
7,167476,3
28,149865,1
11,149865,1
4,149865,1
12,149841,3
7,96503,1
7,159841,2
7,156282,3
7,172884,3
24,117590,2
22,200859,1
7,141815,3
17,149089,2
12,159683,2
7,159683,2
27,159683,2
9,159683,2
7,163014,2
16,149089,3
16,149089,1
9,117590,2
16,149089,2
2,149089,2
17,117590,2
16,170268,3
16,67186,3
16,170271,3
16,41718,3
7,170014,3
16,170265,3
16,151541,3
7,165551,3
7,172250,3
7,172833,3
16,170264,3
7,170007,3
16,170277,3
16,170283,3
7,170287,3
7,169997,3
7,172478,3
16,41418,3
16,6672,3
16,85774,3
16,41417,3
7,170015,3
16,170333,3
7,171890,3
7,163458,3
7,171891,3
7,171893,3
7,172414,3
21,172504,3
7,193379,3
7,194330,3
21,133275,1
12,151204,2
21,133275,3
15,151204,2
1,28173,3
1,28173,2
3,151204,2
3,28173,2
15,93915,2
22,226179,3
6,190857,1
26,190857,1
7,100347,3
12,100347,3
22,100347,3
7,164058,2
27,100347,3
17,166703,3
17,166703,2
24,226179,1
28,226179,1
11,226179,1
11,226179,2
4,226179,2
4,226179,1
4,226179,3
23,226179,3
23,226179,1
5,190857,2
15,138050,1
2,138050,2
7,173509,2
9,159615,3
12,159615,3
5,226179,1
3,226179,3
2,226179,3
2,226179,2
3,226179,1
3,226179,2
17,226179,3
6,226179,1
17,226179,1
17,226179,2
19,226179,3
18,226179,2
19,226179,1
19,226179,2
16,110526,3
7,174383,3
12,155746,3
7,174383,2
27,155746,3
7,222124,1
7,222124,2
12,196039,2
7,165078,3
1,149865,3
21,149865,1
26,149865,3
14,149865,3
25,149865,3
26,149865,1
14,149865,1
19,149865,1
19,149865,3
25,149865,1
4,149865,3
7,157657,2
7,149865,3
9,29949,2
6,149865,3
7,149865,1
7,157657,3
5,149865,3
18,149865,1
24,149865,3
9,149865,3
7,81866,1
22,33733,3
20,33733,3
2,33733,3
7,29949,2
7,162819,1
7,162819,2
27,162819,3
12,29949,3
12,149865,3
21,33733,3
18,149865,3
7,157657,1
7,29949,3
16,149865,3
27,33733,3
20,149865,1
22,149865,3
27,149865,3
22,149865,1
27,149865,1
15,149865,3
12,149865,1
7,162819,3
7,160970,3
7,160970,1
7,149841,3
24,149865,1
23,149865,1
23,149865,3
16,149865,1
13,149865,3
5,149865,1
3,149865,3
3,149865,1
2,149865,3
17,149865,1
17,149865,3
28,149865,3
11,149865,3
15,149841,3
9,149841,3
27,149841,3
2,149841,3
16,149841,3
24,149841,3
7,193529,3
7,193529,1
7,193529,2
7,169834,3
7,122605,3
7,122605,1
7,155275,3
7,189922,3
7,96503,3
22,149841,3
7,159841,3
7,123191,1
7,192331,3
7,17085,3
7,156282,1
7,116290,1
7,116290,3
22,155273,1
22,155273,2
7,216846,3
7,216846,1
7,129444,3
7,121570,3
7,121570,1
7,155273,3
7,155273,2
7,155273,1
27,17085,3
7,209489,3
2,17085,3
7,117590,2
12,117590,2
27,117590,2
2,149089,3
19,159683,2
20,159683,2
7,163014,3
7,163014,1
7,149089,3
24,163014,2
7,149089,2
19,117590,2
22,117590,2
16,117590,2
2,117590,2
16,166886,3
28,166886,3
7,190216,2
17,146369,3
6,95572,2
19,146369,3
7,132936,1
7,156702,3
12,196981,2
7,196981,2
9,146369,3
9,170297,3
15,170297,3
16,170297,3
17,170297,3
16,95572,2
17,149089,3
7,123191,2
15,117590,2
27,146369,3
20,146369,3
7,157850,3
22,95572,2
22,95572,3
9,202602,2
12,170297,3
6,95572,3
1,146369,3
7,110538,2
5,146369,3
2,146369,3
7,110538,1
15,146369,3
7,132936,2
23,95572,3
22,188475,3
7,146369,3
3,146369,3
18,146369,3
9,196981,2
22,196981,2
14,146369,3
23,95572,2
7,110538,3
25,146369,3
16,146369,3
7,56675,3
7,56675,1
22,199285,3
16,163572,3
7,170006,3
27,93915,2
21,93915,3
7,53524,3
7,27899,3
27,27899,3
22,53524,3
7,18029,1
19,139442,2
19,15530,2
12,124937,2
7,1956,1
19,182601,3
21,193766,3
2,227418,3
7,142613,1
7,142613,3
12,121765,1
22,176101,3
7,183074,3
2,135506,2
15,121765,2
12,151058,1
7,150963,3
7,151058,3
7,150963,2
7,150963,1
16,165954,1
9,154325,2
27,176101,3
3,154325,2
7,172810,3
2,150963,3
19,150963,3
12,121765,2
22,154325,2
15,121765,3
2,150963,2
17,150963,2
27,135506,2
27,121765,1
27,121765,2
9,121765,3
7,183074,1
7,151058,1
12,151058,3
16,154325,2
17,150963,3
9,150963,2
27,182601,3
3,150963,3
15,176101,3
2,165954,2
2,165954,3
7,190216,3
27,170297,3
7,123474,3
7,10358,3
21,146369,3
3,170297,3
22,170297,3
2,170297,3
7,150415,3
7,188475,3
7,190216,1
22,146369,3
6,146369,3
25,196981,2
7,220501,3
7,220501,1
7,220501,2
7,170297,3
26,146369,3
12,146369,3
27,196981,2
24,146369,3
11,146369,3
28,146369,3
4,146369,3
23,146369,3
7,132936,3
7,160442,3
7,202602,2
9,202602,3
7,199743,3
7,203602,3
7,19174,3
15,95572,2
21,95572,2
21,95572,3
16,95572,3
12,155182,3
6,138519,3
22,138519,3
3,156734,3
12,167443,3
2,138519,3
22,167443,3
7,99440,3
7,171006,3
7,189756,3
7,189756,1
7,189756,2
24,197081,2
15,197081,2
7,128027,3
7,159532,3
22,187699,2
19,187699,2
2,187699,2
24,187699,2
3,187699,2
7,159532,2
17,191981,3
19,33851,3
17,187699,2
7,197081,2
15,187699,2
7,165921,3
7,165921,1
7,155182,3
3,191981,3
7,120043,3
7,187699,2
27,156340,3
3,156734,2
9,187699,2
7,33851,3
12,33851,3
15,33851,3
23,33851,3
27,33851,3
2,156734,2
11,33851,3
20,33851,3
27,155182,3
12,155182,2
22,33851,3
9,155182,2
9,155182,3
22,155182,2
22,155182,3
9,95572,3
9,95572,2
7,191981,3
20,167443,3
2,132458,3
27,155182,2
2,132458,1
12,197081,2
9,33851,3
16,187699,2
7,132458,1
16,191981,3
12,187699,2
7,160969,3
2,191981,3
7,132458,3
7,160969,2
7,155182,2
7,165921,2
27,187699,2
28,197081,2
7,160969,1
7,173875,2
2,156734,3
7,138519,3
16,138519,3
12,138519,3
27,138519,3
9,167443,3
21,167443,3
3,167443,3
2,167443,3
19,167443,3
16,167443,3
17,167443,3
7,171006,1
7,120859,3
12,128027,2
27,128027,3
7,164987,2
27,128027,2
15,190731,2
21,190731,3
9,190731,3
7,205516,3
1,190731,3
7,190731,3
20,190731,2
20,149363,3
26,149363,3
21,149363,3
18,190731,2
1,149363,3
15,205516,3
27,190731,3
2,192876,3
9,149363,3
2,136628,3
19,190731,2
22,190731,2
2,136628,2
5,149363,3
22,149363,3
19,156802,3
7,16729,1
7,160044,3
7,213784,2
16,160044,3
2,160044,3
12,190731,2
12,160044,3
23,190731,2
27,160044,3
16,136628,3
23,190731,3
20,160044,3
22,160044,3
18,149363,3
21,190731,2
16,190731,3
7,121262,3
7,149474,1
9,156802,3
15,156802,3
7,173968,3
7,16729,3
27,205516,3
6,190731,3
7,156340,3
7,156734,2
7,173875,1
7,156734,3
7,173875,3
22,197081,3
22,197081,2
28,197081,3
5,33851,3
6,33851,3
9,138519,3
21,138519,3
7,167443,3
27,167443,3
7,171006,2
27,197081,2
9,197081,2
19,197081,2
16,197081,2
4,197081,2
21,197081,2
2,197081,2
7,164987,3
7,164987,1
12,128027,3
17,149363,3
6,149363,3
12,205516,3
7,192876,3
16,192876,3
9,190731,2
27,190731,2
1,190731,2
14,190731,2
26,190731,2
5,190731,2
3,190731,2
26,190731,3
7,16729,2
27,149363,3
12,190731,3
16,136628,2
24,190731,2
28,149363,3
7,127849,3
3,136628,2
24,190731,3
7,164761,3
7,213784,3
7,213784,1
25,190731,2
7,156837,3
22,190731,3
7,190731,2
22,190731,1
14,190731,3
5,190731,3
24,149363,3
3,136628,3
15,190731,3
25,156802,3
16,136628,1
3,190731,3
11,190731,3
11,190731,2
4,190731,3
16,190731,2
4,190731,2
19,205516,3
15,149363,3
12,149363,3
14,149363,3
7,193564,3
7,211132,3
7,30085,3
7,121262,1
22,193564,3
7,194427,3
7,158415,3
7,156802,3
22,158415,3
7,162018,3
22,156802,3
27,156802,3
7,156802,1
12,156802,3
7,149474,2
7,173968,2
4,205516,3
18,190731,3
7,136628,3
17,190731,2
6,190731,2
17,190731,3
7,136628,2
4,149363,3
19,149363,3
16,149363,3
27,156837,2
22,164040,1
23,157751,3
27,157751,1
22,96622,3
15,96622,3
5,157751,1
27,215627,2
25,157751,1
7,210845,3
26,157751,1
7,160401,1
28,68162,3
22,169012,2
27,195004,3
16,188424,3
15,193486,3
12,193486,1
12,193486,2
7,173714,1
16,11647,2
17,193486,1
7,147828,2
22,162545,3
17,27741,3
19,27741,3
11,193486,3
6,193486,3
7,121702,3
14,193486,1
26,193486,2
11,193486,1
6,193486,2
1,193486,3
22,2261,2
27,2512,2
1,193486,1
16,147828,2
1,193486,2
7,214266,3
7,215887,2
24,193486,1
7,215887,1
12,162545,3
18,193486,1
22,120992,2
9,27741,3
7,177191,2
7,193486,3
27,162545,3
12,11647,3
16,193486,3
16,193486,1
7,113748,2
12,11647,2
21,190027,3
7,215887,3
9,11647,2
6,11647,3
7,190027,3
9,72420,2
27,11647,3
7,190027,2
7,173714,3
21,190027,2
7,27741,3
7,27741,1
2,193657,3
2,193486,2
7,193657,3
23,193486,1
19,193486,2
23,193486,2
21,193486,2
7,169525,3
7,203663,3
12,156376,3
7,150396,3
27,156837,3
27,156837,1
7,149474,3
7,156837,1
23,149363,3
2,149363,3
25,149363,3
3,149363,3
11,149363,3
22,205516,3
6,205516,3
9,205516,3
20,190731,3
19,190731,3
7,149363,3
25,190731,3
7,121262,2
7,156837,2
22,155250,2
7,195219,2
22,30519,3
13,157751,1
22,157751,3
7,155250,2
22,164040,3
1,157751,1
7,215627,3
14,157751,1
1,157751,3
22,155250,3
27,215627,3
21,157751,3
5,157751,3
25,157751,3
28,96622,3
4,157751,3
15,157751,1
22,157751,1
20,157751,1
20,96622,3
12,96622,3
7,96622,3
7,190821,3
19,96622,3
7,155250,1
27,157751,3
9,157751,1
24,157751,3
18,157751,1
7,215627,2
2,157751,3
11,157751,1
11,157751,3
16,157751,1
24,157751,1
28,157751,3
7,195219,1
28,157751,1
7,195219,3
7,155250,3
21,157751,1
14,157751,3
23,157751,1
19,157751,3
19,157751,1
16,157751,3
26,157751,3
20,157751,3
17,157751,1
6,157751,3
9,157751,3
27,96622,3
2,204854,2
17,157751,3
2,157751,1
9,96622,3
18,157751,3
13,157751,3
6,157751,1
22,155250,1
4,157751,1
7,173614,2
7,173614,3
7,173614,1
7,164040,1
7,164040,2
7,139592,3
7,195653,3
7,195653,2
7,164040,3
22,164040,2
2,195653,3
9,195653,2
2,204854,3
2,204854,1
3,157751,1
3,157751,3
5,38784,3
12,38784,2
5,38784,2
2,211446,3
27,38784,1
7,159023,3
9,38784,3
27,38784,3
27,4236,3
9,159023,2
12,216858,3
16,38784,1
7,116772,3
15,20446,2
6,219635,1
15,141063,3
22,171809,2
18,38784,2
22,216858,2
21,54572,3
22,54572,2
22,141063,3
22,154114,2
7,216858,2
17,38784,1
1,38784,2
7,141063,3
17,141063,3
21,38784,2
11,38784,3
16,141063,2
2,154114,2
12,4236,3
23,38784,2
13,38784,3
4,38784,3
2,154114,3
7,159023,1
27,219635,1
12,219635,1
15,219635,1
1,219635,1
22,38784,1
22,154299,3
7,142080,3
7,219462,2
26,141063,3
28,165767,3
7,160872,3
28,165767,2
9,159023,3
7,211446,3
27,141063,3
2,54572,3
21,54572,2
14,36254,2
21,36254,3
23,219635,1
21,36254,2
2,219635,1
9,197416,3
15,197416,3
12,197416,3
9,154114,3
7,10467,3
19,216858,2
7,10467,1
7,20446,3
9,20446,2
16,20446,2
7,54572,1
7,135788,3
19,38784,1
19,38784,2
15,4236,3
11,219635,1
14,219635,1
7,154114,3
27,154114,3
9,195653,3
7,30519,3
2,195653,2
16,195653,3
16,195653,2
7,211279,3
7,167788,1
7,149368,1
7,189373,3
17,68162,3
12,169012,1
21,149368,1
7,143746,2
7,109829,3
21,149368,2
16,68162,3
18,211912,2
19,68162,3
20,68162,3
18,211912,1
7,143746,3
18,68162,3
22,68162,3
4,111592,3
7,155382,1
27,169012,3
12,167788,3
5,68162,3
27,188424,3
7,95237,2
17,188424,2
27,188424,2
2,211912,3
7,217235,1
14,68162,3
7,114875,3
7,181051,3
16,27167,2
7,181051,2
7,219642,3
22,34231,3
2,111592,3
12,111592,3
21,201239,1
12,188424,3
24,111592,1
7,188424,2
7,169012,2
2,211912,1
7,149368,2
7,169012,1
7,155382,3
7,167788,3
7,188672,3
19,195004,3
7,188672,2
7,188672,1
21,167788,3
7,211706,3
7,219966,2
27,167788,3
7,190443,3
22,190443,3
7,149165,3
7,141097,3
12,195004,3
7,195004,3
15,195004,3
7,221163,3
16,188424,2
7,201239,2
17,34231,3
7,211912,3
2,169012,2
22,115347,3
7,115347,3
7,201239,3
9,115347,3
16,188424,1
7,188424,3
7,190021,3
2,221679,3
22,179262,2
7,179262,2
6,68162,3
11,68162,3
2,111592,1
12,169012,3
16,111592,1
27,169012,1
12,169012,2
7,160401,3
12,115347,3
9,141097,3
4,68162,3
2,68162,3
7,95237,3
25,68162,3
18,211912,3
23,68162,3
7,201239,1
27,169012,2
7,181051,1
16,27167,3
7,155726,3
7,169012,3
12,68162,3
21,201239,2
16,34231,3
21,149368,3
7,178098,3
27,115347,3
9,169012,3
17,188424,3
7,221679,3
22,143746,2
7,219966,3
7,219966,1
7,167788,2
22,143746,3
24,68162,3
22,190443,2
21,167788,2
7,211706,2
27,211706,3
27,211706,2
7,190443,2
7,149368,3
27,111592,1
22,28013,1
7,190443,1
6,34231,3
2,211912,2
9,169012,2
7,219642,1
22,169012,3
7,160401,2
2,169012,3
6,115347,3
24,111592,3
7,202495,3
7,122158,3
7,202495,2
7,202495,1
7,219642,2
7,211912,1
7,211912,2
9,195004,3
7,155382,2
22,195004,3
12,188424,2
21,201239,3
7,217235,2
22,179262,3
22,221679,3
7,217235,3
7,179262,3
15,111592,1
1,111592,1
7,111592,1
15,111592,3
1,111592,3
16,111592,3
20,111592,1
22,111592,3
20,111592,3
22,111592,1
7,68162,3
12,111592,1
9,111592,3
19,111592,1
27,111592,3
7,111592,3
19,111592,3
1,68162,3
27,68162,3
7,195592,2
3,68162,3
7,207331,1
7,132093,3
7,207331,2
2,205335,3
7,156376,3
7,169525,2
9,227870,3
27,227870,3
22,169525,2
7,119710,1
7,126306,3
15,227870,3
24,227870,3
7,138982,2
3,126248,2
3,126248,3
3,207331,3
7,126306,2
3,207331,1
2,207331,1
7,119710,2
19,169525,3
19,169525,2
4,205335,3
15,205335,3
2,154299,3
7,169599,3
14,36254,3
23,38784,1
22,219635,1
7,216308,3
7,38784,2
7,38784,1
12,38784,3
7,38784,3
12,38784,1
7,54572,2
12,162259,3
22,38784,3
7,162259,3
2,141063,3
7,116772,2
3,38784,3
15,38784,3
7,141063,2
15,38784,1
15,38784,2
27,38784,2
27,197416,3
11,38784,1
18,38784,1
28,38784,3
9,10467,3
7,170067,1
9,154299,3
14,38784,3
27,54572,2
22,116772,1
7,4236,1
21,38784,3
6,38784,3
6,38784,1
6,38784,2
22,216858,3
27,162259,3
22,165767,3
23,38784,3
22,165767,1
7,114586,3
7,106532,3
15,141063,2
7,219635,1
4,38784,2
17,38784,3
7,219635,3
21,38784,1
7,110735,3
27,20446,3
9,111592,1
4,111592,1
7,195592,3
21,68162,3
15,193486,2
7,177191,3
27,193486,3
22,27741,3
9,193486,1
2,193657,2
3,193486,2
18,193486,3
22,2261,3
26,193486,3
7,11647,3
3,147828,2
7,193486,2
7,120992,2
9,162545,3
19,193486,3
20,193486,1
19,193486,1
22,193486,3
22,207331,1
22,207331,2
27,169525,2
12,169525,1
7,157485,3
9,169525,3
7,157485,2
22,205335,3
7,18283,3
17,207331,2
17,169525,3
2,207331,3
7,196167,2
15,169525,2
22,227870,3
7,196167,3
7,196167,1
7,171476,3
16,203663,3
3,169525,2
2,226230,3
2,126248,3
6,226230,3
7,149377,3
2,32848,2
7,185868,3
16,13552,1
7,186312,3
7,119710,3
7,13552,3
6,205335,3
19,205335,3
27,156376,3
17,139175,2
9,74971,3
28,128047,3
7,155249,3
27,197446,3
12,197446,3
7,157334,2
1,175657,2
12,200508,3
27,74971,2
12,175657,3
17,192368,3
9,197446,3
16,139175,2
18,208109,2
17,175657,3
13,175657,3
2,192368,3
13,208109,1
7,74971,3
7,74971,1
23,175657,3
20,208109,3
21,175657,2
26,175657,3
20,175657,2
22,197446,3
19,175657,2
12,74971,1
20,208109,1
15,74971,1
25,175657,2
15,68162,3
9,68162,3
7,193657,2
2,193486,1
20,193486,3
3,193486,3
21,193486,3
20,193486,2
7,169599,2
7,171809,2
7,164994,2
9,54572,2
22,54572,3
7,171809,3
16,54572,3
17,54572,3
3,54572,2
27,205541,3
12,205541,3
9,36254,2
7,205541,3
19,219635,1
17,219635,1
25,219635,1
7,197416,3
6,197416,3
3,219635,1
21,197416,3
19,216858,3
27,154114,2
9,216858,2
12,20446,3
7,135788,2
9,20446,3
16,20446,3
7,54572,3
20,38784,1
9,4236,3
12,216858,2
15,10467,3
4,205541,3
22,205541,3
22,189017,3
25,189017,1
7,221629,3
24,189017,1
15,189017,3
16,189017,3
7,112960,1
13,189017,2
3,189017,1
7,138420,2
11,189017,1
17,170631,2
11,189017,2
9,189017,2
6,189017,2
19,189017,3
17,165642,3
7,165642,3
7,162016,3
18,189017,3
23,189017,3
12,128047,3
11,208109,1
23,192368,3
27,74971,3
28,208109,3
26,208109,1
6,175657,3
6,208109,3
3,197446,3
15,128047,3
9,128047,3
14,208109,1
6,175657,2
3,175657,2
11,175657,3
2,175657,2
11,208109,2
18,208109,3
14,208109,3
14,128047,3
16,128047,3
27,25338,2
2,139175,2
26,192368,3
7,200531,3
12,193486,3
12,27741,3
4,193486,2
7,177191,1
3,193486,1
15,193486,1
9,193486,3
28,193486,3
27,27741,3
27,193486,2
27,193486,1
15,27741,3
11,193486,2
7,173714,2
16,27741,3
24,193486,2
22,120992,3
24,193486,3
19,162545,3
5,193486,2
5,193486,3
14,193486,2
14,193486,3
7,2512,2
7,170784,3
6,193486,1
7,170784,2
16,193486,2
17,193486,2
7,162545,3
28,193486,2
22,2261,1
17,193486,3
26,193486,1
5,193486,1
7,193486,1
3,147828,3
28,193486,1
7,120992,3
15,162545,3
2,147828,2
7,11647,2
2,173714,3
